PlaceReference,Status,Name,Address,LGA
600612,Entered,"Shops and Cafe 54-58 Churchill Street","54-58 Churchill Street, Childers","Bundaberg Regional Council"
600629,Entered,"Shops at 102-108 Churchill St","102-108 Churchill Street, Childers","Bundaberg Regional Council"
601097,Entered,"Signal Station (former)","25 Dorothy Newnham Street, Moreton Island","Brisbane City Council"
602627,Entered,"Signals, Crane and Subway, Charters Towers Railway Station ","Enterprise Road, Charters Towers","Charters Towers Regional Council"
650091,Entered,"Silkstone State School","Molloy Street, Silkstone","Ipswich City Council"
600243,Entered,Silverwells,"261 - 267 Main Street, Kangaroo Point","Brisbane City Council"
600233,Entered,"Sinnamon Farm","645 & 693 Seventeen Mile Rocks Road, Sinnamon Park","Brisbane City Council"
600235,Entered,"Sinnamon Memorial Uniting Church","675 Seventeen Mile Rocks Road, Sinnamon Park","Brisbane City Council"
602053,Entered,"Sir Anthony's Rest","Sir Anthony's Rest Street, Bundaberg","Bundaberg Regional Council"
602439,Entered,"Sir William Glasgow Memorial","270 Queen Street, Brisbane City","Brisbane City Council"
601830,Entered,Skilmorlie,"16 Bryden Street, Windsor","Brisbane City Council"
600329,Entered,"Slab Hut Farm","847 Mt Nebo Road, Enoggera Reservoir","Brisbane City Council"
600097,Entered,"Smellie's Building","32 Edward Street, Brisbane City","Brisbane City Council"
602777,Entered,"Smithfield Chambers","235 Mary Street, Gympie","Gympie Regional Council"
600854,Entered,"Smithfield House","8 Panda  Street, Harristown, Toowoomba","Toowoomba Regional Council"
602229,Entered,"Soldier Settler House","Gladstone-Monto Road, Ubobo","Gladstone Regional Council"
601269,Entered,"Soldier Statue, Chinchilla","57 Heeney Street, Chinchilla","Western Downs Regional Council"
601297,Entered,"Soldiers Memorial Hall","149 Herries Street, Toowoomba","Toowoomba Regional Council"
600592,Entered,"Soldiers' Memorial Hall, Ipswich","63 Nicholas Street, Ipswich","Ipswich City Council"
650072,Entered,"Somerset Graves Site",Somerset,"Northern Peninsula Area Regional Council"
600305,Entered,"Somerville House","253 Vulture Street, South Brisbane","Brisbane City Council"
600060,Entered,"South African War Memorial","228 Adelaide Street, Brisbane City","Brisbane City Council"
602406,Entered,"South Brisbane Cemetery","21 Fairfield Road, Dutton Park","Brisbane City Council"
600301,Entered,"South Brisbane Dry Dock","412 Stanley Street, South Brisbane","Brisbane City Council"
600302,Entered,"South Brisbane Library (former)","472 Stanley Street, South Brisbane","Brisbane City Council"
600306,Entered,"South Brisbane Municipal Chambers (former)","263 Vulture Street, South Brisbane","Brisbane City Council"
600293,Entered,"South Brisbane Railway Easement","412 Stanley Street, South Brisbane","Brisbane City Council"
600307,Entered,"South Brisbane Railway Station","133 Grey Street, South Brisbane","Brisbane City Council"
602811,Entered,"South Burnett Co-operative Dairy Association Factory (former)","Macalister Street, Murgon","South Burnett Regional Council"
600099,Entered,"South East Queensland Water Board Building","41 Edward Street, Brisbane City","Brisbane City Council"
601131,Entered,"South Rockhampton Cemetery","Upper Dawson Road, South Rockhampton","Rockhampton Regional Council"
602052,Entered,"South Sea Islander Church and Hall","46 Johnston Street, Bundaberg","Bundaberg Regional Council"
602230,Entered,"South Sea Islander Wall","Grange Road, Bargara","Bundaberg Regional Council"
601514,Entered,"Southport Bathing Pavilion","Marine Parade, Southport","Gold Coast City Council"
602611,Entered,"Southport Cable Hut (former)","Main Beach Parade, Main Beach","Gold Coast City Council"
601479,Entered,"Southport Drill Hall","210 Queen Street, Southport","Gold Coast City Council"
650034,Entered,"Southport State High School","75 Smith Street, Southport","Gold Coast City Council"
601649,Entered,"Southport Town Hall (former)","Nerang Street, Southport","Gold Coast City Council"
600478,Entered,"Special Glass Co. Shop","32 Cedar, Yungaburra","Tablelands Regional Council"
600100,Entered,"Spencers Building","47-51 Edward Street, Brisbane City","Brisbane City Council"
601732,Entered,"Spicers Gap Road Conservation Park","Spicers Gap Road, Main Range National Park","Southern Downs Regional Council"
650065,Entered,"Spinifex State College Junior Campus","6-12 Fifth Avenue, Mount Isa","Mount Isa City Council"
600529,Entered,"Splitters Creek Railway Bridge","Bundaberg - Mount Perry Line, Splitters Creek","Bundaberg Regional Council"
600139,Entered,Sportsgirl,"120 Queen Street, Brisbane City","Brisbane City Council"
600313,Entered,"Spring Hill Baths","14 Torrington Street, Spring Hill","Brisbane City Council"
602140,Entered,"Springbrook Road and Associated Infrastructure","Springbrook-Mudgeeraba Road, Springbrook","Gold Coast City Council"
600025,Entered,"Springsure Hospital Museum","13 Woodbine Street, Springsure","Central Highlands Regional Council"
600493,Entered,"St Agnes Rectory and Church","Ipswich Street, Esk","Somerset Regional Council"
600500,Entered,"St Andrew's Church Hall","Mangerton Street, Toogoolawah","Somerset Regional Council"
600502,Entered,"St Andrew's Church","Mangerton Street, Toogoolawah","Somerset Regional Council"
600785,Entered,"St Andrew's Presbyterian Church","280 Bolsover Street, Rockhampton","Rockhampton Regional Council"
602332,Entered,"St Andrew's Presbyterian Memorial Church","114 Rankin Street, Innisfail","Cassowary Coast Regional Council"
600501,Entered,"St Andrew's Rectory","Mangerton Street, Toogoolawah","Somerset Regional Council"
600304,Entered,"St Andrews Anglican Church","160 Vulture Street, South Brisbane","Brisbane City Council"
600231,Entered,"St Andrews Church Hall","72 Lambert Road, Indooroopilly","Brisbane City Council"
600774,Entered,"St Andrews Church","Wellington Street, Ormiston","Redland City Council"
602408,Entered,"St Andrews Presbyterian Church (former)","65 Ipswich Street, Esk","Somerset Regional Council"
600086,Entered,"St Andrews Uniting Church","131 Creek Street, Brisbane City","Brisbane City Council"
602489,Entered,"St Andrews Uniting Church","cnr Maryborough Street, Bundaberg","Bundaberg Regional Council"
602170,Entered,"St Andrews War Memorial Hospital Administration Building","465 Wickham Terrace, Spring Hill","Brisbane City Council"
600634,Entered,"St Anne's Anglican Church, Jondaryan","Evanslea Road, Jondaryan","Toowoomba Regional Council"
600790,Entered,"St Aubins","Canoona Road, Rockhampton","Rockhampton Regional Council"
600828,Entered,"St Augustines Anglican Church, Leyburn","5795 Toowoomba Kara Road, Leyburn","Southern Downs Regional Council"
600881,Entered,"St Brigid's Church","523 Stuart Drive, Stuart","Townsville City Council"
601078,Entered,"St Brigid's Convent (former)","9-17 Upper Clifton Terrace, Red Hill, Brisbane","Brisbane City Council"
600284,Entered,"St Brigids Church","78 Musgrave Road, Red Hill","Brisbane City Council"
600736,Entered,"St Brigids Church","28 Matthew Street, Rosewood","Ipswich City Council"
600660,Entered,"St Christophers Chapel","St Christophers Chapel Road, Berserker","Livingstone Shire Council"
602761,Entered,"St Columba's Convent (former)","169 Cunningham Street, Dalby","Western Downs Regional Council"
602760,Entered,"St David's Anglican Church and Raintrees (Samanea saman)","3 Foxton Avenue, Mossman","Douglas Shire Council"
602061,Entered,"St Davids Anglican Church","1 Church Street, Allora","Southern Downs Regional Council"
602530,Entered,"St Denys Anglican Church","17 Trevethan Lane, Amiens","Southern Downs Regional Council"
600553,Entered,"St Francis Xavier Church","6 Church Street, Goodna","Ipswich City Council"
600001,Entered,"St George's Anglican Church","Main Street, Beenleigh","Logan City Council"
601239,Entered,"St George's Anglican Church","15 Cook Street, Eumundi","Sunshine Coast Regional Council"
600952,Entered,"St George's Masonic Centre","50A Guy Street, Warwick","Southern Downs Regional Council"
601467,Entered,"St Isidore's","40 Post Office Road, Mapleton","Sunshine Coast Regional Council"
600887,Entered,"St James Cathedral","36 Cleveland Terrace, Townsville","Townsville City Council"
601283,Entered,"St James Catholic Church","Monash Ave, Malanda","Tablelands Regional Council"
601298,Entered,"St James Church","145 Mort Street, Toowoomba","Toowoomba Regional Council"
600856,Entered,"St James Parish Hall","112 Russell Street, Toowoomba","Toowoomba Regional Council"
600954,Entered,"St James' Hall, Warwick","6 Locke Street, Warwick","Southern Downs Regional Council"
601714,Entered,"St John the Baptist Anglican Church Complex","55 Crawford Street, Richmond","Richmond Shire Council"
601174,Entered,"St John the Baptist Anglican Church","171 Oxford Street, Bulimba","Brisbane City Council"
600880,Entered,"St John's Anglican Church Precinct","30-34 Macrossan Street, South Townsville","Townsville City Council"
602399,Entered,"St John's Anglican Church","153 Cunningham Street, Dalby","Western Downs Regional Council"
601082,Entered,"St John's Church","Mundoolun Road, Mundoolun","Logan City Council"
602342,Entered,"St John's Church","278 Ford Street, Rockhampton","Rockhampton Regional Council"
602815,Entered,"St John's Lutheran Church, Bundaberg","30 George Street, Bundaberg","Bundaberg Regional Council"
601506,Entered,"St John's Wood and Service Wing","31-33 Piddington Street, Ashgrove","Brisbane City Council"
600076,Entered,"St Johns Cathedral","413 Ann Street, Brisbane City","Brisbane City Council"
601749,Entered,"St Joseph's Convent","179 Abbott Street, Cairns","Cairns Regional Council"
601771,Entered,"St Joseph's Nudgee College","2199 Sandgate Road, Boondall","Brisbane City Council"
600822,Entered,"St Josephs Cathedral","170 William Street, Rockhampton","Rockhampton Regional Council"
602130,Entered,"St Josephs Church","Fryer Street, North Ward","Townsville City Council"
600385,Entered,"St Luke's Anglican Church","Sayre Crescent, Boyne Island","Gladstone Regional Council"
600866,Entered,"St Luke's Church Hall","152 Herries Street, Toowoomba","Toowoomba Regional Council"
601878,Entered,"St Lukes Anglican Church","Herries Street, Toowoomba","Toowoomba Regional Council"
601163,Entered,"St Mark's Anglican Church and Dunwich Public Hall","Junner Street, Dunwich, North Stradbroke Island","Redland City Council"
600484,Entered,"St Marks Anglican Church","7 Eacham Road, Yungaburra","Tablelands Regional Council"
600943,Entered,"St Marks Anglican Church","55 Albion Street, Warwick","Southern Downs Regional Council"
602031,Entered,"St Marks Church","36 Larnach Street, Rockhampton","Rockhampton Regional Council"
600075,Entered,"St Martin's House","373 Ann Street, Brisbane City","Brisbane City Council"
601690,Entered,"St Mary's Anglican Church, Church hall and Bell Tower","11 Gordon Street, Mount Morgan","Rockhampton Regional Council"
600464,Entered,"St Mary's by the Sea","Wharf Street, Port Douglas","Douglas Shire Council"
602187,Entered,"St Mary's Catholic Church","20 Merivale Street, South Brisbane","Brisbane City Council"
600958,Entered,"St Mary's Church (former)","163 Palmerin Street, Warwick","Southern Downs Regional Council"
600879,Entered,"St Mary's Church","34 Ingham Road, Townsville","Townsville City Council"
600959,Entered,"St Mary's Church","163 Palmerin Street, Warwick","Southern Downs Regional Council"
602585,Entered,"St Mary's Presbytery","142 Palmerin Street, Warwick","Southern Downs Regional Council"
600244,Entered,"St Marys Anglican Church","433, 447, 449 Main Street, Kangaroo Point","Brisbane City Council"
600577,Entered,"St Marys Roman Catholic Church Precinct","Mary  Street, Ipswich","Ipswich City Council"
600692,Entered,"St Marys Roman Catholic Church","271-275 Adelaide Street, Maryborough","Fraser Coast Regional Council"
600837,Entered,"St Matthew's Church of England","Beatrice Street, Drayton, Toowoomba","Toowoomba Regional Council"
600256,Entered,"St Matthews Anglican Church","35 Church Road, Mitchelton","Brisbane City Council"
602763,Entered,"St Michael and All Angels Church","2-6 Alford Street, Kingaroy","South Burnett Regional Council"
600573,Entered,"St Michaels Nursing Home","68 Chermside Road, Ipswich","Ipswich City Council"
601748,Entered,"St Monica's High School Administration Building","Abbott Street, Cairns","Cairns Regional Council"
601750,Entered,"St Monica's Old Cathedral","Minnie Street, Cairns","Cairns Regional Council"
601961,Entered,"St Monica's War Memorial Cathedral","183 Abbott Street, Cairns","Cairns Regional Council"
600358,Entered,"St Nicholas Russian Orthodox Cathedral","330-334B Vulture Street, Kangaroo Point","Brisbane City Council"
600372,Entered,"St Patrick's Catholic Church (former)","27 Spiller Street, Brandon","Burdekin Shire Council"
602735,Entered,"St Patrick's Church and Graveyard","Rosewood - Aratula Road, Rosevale","Scenic Rim Regional Council"
602796,Entered,"St Patrick's Convent","45 The Strand, North Ward","Townsville City Council"
600844,Entered,"St Patricks Cathedral","cnr James Street, Toowoomba","Toowoomba Regional Council"
600488,Entered,"St Patricks Catholic Church","1 Penda Street, Yungaburra","Tablelands Regional Council"
600210,Entered,"St Patricks Church","58 Morgan Street, Fortitude Valley","Brisbane City Council"
600764,Entered,"St Patricks Church","Wallace Street, Mount Perry","North Burnett Regional Council"
601503,Entered,"St Patricks Church","Church Street, Gympie","Gympie Regional Council"
600821,Entered,"St Paul's Anglican Cathedral","75-79 William Street, Rockhampton","Rockhampton Regional Council"
602826,Entered,"St Paul's Anglican Church and Columbarium","554 Vulture Street East, East Brisbane","Brisbane City Council"
601589,Entered,"St Paul's Anglican Church","8 Main Street, Proserpine","Whitsunday Regional Council"
600310,Entered,"St Paul's Presbyterian Church Hall","43 St Pauls Terrace, Spring Hill","Brisbane City Council"
600309,Entered,"St Paul's Presbyterian Church","43 St Pauls Terrace, Spring Hill","Brisbane City Council"
600584,Entered,"St Paul's Young Men's Club - Art Gallery","48 d'Arcy Doyle Place (formerly Nicholas Street), Ipswich","Ipswich City Council"
600705,Entered,"St Pauls Anglican Church and Hall","178-202 Adelaide Street, Maryborough","Fraser Coast Regional Council"
600591,Entered,"St Pauls Anglican Church and Rectory","124 BrisbaneStreet, Ipswich","Ipswich City Council"
600769,Entered,"St Pauls Anglican Church","Cross Street, Cleveland","Redland City Council"
601491,Entered,"St Pauls Cathedral Hall & Offices","89 William Street, Rockhampton","Rockhampton Regional Council"
600668,Entered,"St Pauls Uniting Church","21 MacAlister Street, Mackay","Mackay Regional Council"
600022,Entered,"St Peter's Anglican Church and Hall","85 Elm Street, Barcaldine","Barcaldine Regional Council"
602431,Entered,"St Saviour's Anglican Church (former)","26 Hynes Street, South Johnstone","Cassowary Coast Regional Council"
600580,Entered,"St Stephen's Church & Hall","22 Limestone Street, Ipswich","Ipswich City Council"
600107,Entered,"St Stephens Cathedral","259-269 Elizabeth Street, Brisbane City","Brisbane City Council"
600106,Entered,"St Stephens School","172 Charlotte Street, Brisbane City","Brisbane City Council"
600336,Entered,"St Thomas Church of England","69 High Street, Toowong","Brisbane City Council"
601667,Entered,"Stafford State School","314 Stafford Road, Stafford","Brisbane City Council"
600183,Entered,"Stanley Hall","25 Enderley Road, Clayfield","Brisbane City Council"
602355,Entered,"Stannary Hills to Boonmoo and Stannary Hills to Irvinebank Tramway formations","To be determined, Irvinebank","Mareeba Shire Council"
601632,Entered,"Stanthorpe Soldiers Memorial","Lock Street, Stanthorpe","Southern Downs Regional Council"
600899,Entered,"Stanton House","197-203 Flinders Street, Townsville","Townsville City Council"
602155,Entered,"State Butchers Shop (former)","75 Arthur Street, Roma","Maranoa Regional Council"
601385,Entered,"State Government Offices (former)","419 Flinders Street, Townsville","Townsville City Council"
600177,Entered,"State Library (former)","159 William Street, Brisbane City","Brisbane City Council"
602375,Entered,"Station Creek Cemetery","Normanton Road, Croydon","Croydon Shire Council"
600507,Entered,"Station Master's Residence Forsayth (former)","Fourth Street, Forsayth","Etheridge Shire Council"
600505,Entered,"Station Master's Residence, Einasleigh (former)","Railway Reserve, Einasleigh","Etheridge Shire Council"
600520,Entered,"Steep Rocky Creek Railway Bridge (Ideraway)","Mungar - Monto Line, Steep Rocky Creek","North Burnett Regional Council"
601250,Entered,"Stewart's Creek Gaol (former)","Centenary Drive, off Dwyer Street, Stuart","Townsville City Council"
600406,Entered,"Stock Exchange Arcade","76 Mosman Street, Charters Towers","Charters Towers Regional Council"
600393,Entered,"Stone Bridge, Dalrymple Gap Track","Dalrymple Gap Road, Cardwell","Cassowary Coast Regional Council"
602555,Entered,"Stone Farm Building","739 Fleurs Lane, Clermont","Isaac Regional Council"
602512,Entered,"Stone kerbing, channels and footbridges of Charters Towers","Various, Charters Towers","Charters Towers Regional Council"
600430,Entered,"Stone ruin at Lizard Island","Lizard Island, Lizard Island","Cook Shire Council"
601626,Entered,Stonehouse,"8777 D'Aguilar Highway, Moore","Somerset Regional Council"
602485,Entered,"Stones Corner Air Raid Shelter","286 Logan Road, Stones Corner","Brisbane City Council"
600433,Entered,"Stonyville Township, Water Race and Cemetery","Mareeba Mining District, Stony Creek","Cook Shire Council"
600240,Entered,"Story Bridge","Bradfield Highway, Fortitude Valley","Brisbane City Council"
600849,Entered,"Strand Theatre","159 - 167 Margaret Street, Toowoomba","Toowoomba Regional Council"
602064,Entered,Strathearn,"16 Quarry Road, Alderley","Brisbane City Council"
602683,Entered,"Strathmore Homestead","Strathmore Road, Springlands","Whitsunday Regional Council"
600766,Entered,"Strathpine Honour Board","1347 Anzac Avenue, Kallangur","Moreton Bay Regional Council"
602235,Entered,"Student Residences, QUT Kelvin Grove Campus","95-107 Musk Avenue, Kelvin Grove","Brisbane City Council"
602642,Entered,"Sugar Research Institute & Residence","239 Nebo Road, Mackay","Mackay Regional Council"
602209,Entered,"Sundown Tin and Copper Mine","Little Sundown Creek, Stanthorpe","Southern Downs Regional Council"
601700,Entered,"Sunnyside Sugar Plantation (former) Remains","94 Windermere Road, Windermere","Bundaberg Regional Council"
601810,Entered,Sunnyside,"255 Main Street, Kangaroo Point","Brisbane City Council"
601529,Entered,"Surface Hill Uniting Church","18 Channon Street, Gympie","Gympie Regional Council"
601777,Entered,"Suttor River Causeway, Old Bowen Downs Road"," St Anns Road, Llanarth","Charters Towers Regional Council"
602427,Entered,"Swain House","139 Laurel Avenue, Chelmer","Brisbane City Council"
600871,Entered,"Swansons Rail Bridge","6km north of Toowoomba, Ballard","Lockyer Valley Regional Council"
602687,Entered,"Sweeney's Reserve","Old Dayboro Road, Petrie","Moreton Bay Regional Council"
600888,Entered,"Synod Hall","36 Cleveland Terrace, Townsville","Townsville City Council"
602076,Entered,"T J Byrnes Monument","Palmerin Street, Warwick","Southern Downs Regional Council"
600898,Entered,"T. Willmetts & Sons printery and stationery warehouse (former)","193 Flinders Street, Townsville","Townsville City Council"
600647,Entered,"Taabinga Homestead","7 Old Taabinga Road, Kingaroy","South Burnett Regional Council"
602371,Entered,"Tabletop Cemetery","To be determined, Croydon","Croydon Shire Council"
600006,Entered,"Talgai Homestead","Talgai Homestead, Allora","Southern Downs Regional Council"
602624,Entered,"Tallebudgera Post Office (former)","17 Trees Road, Tallebudgera","Gold Coast City Council"
601687,Entered,"Tallegalla State School (former)","Rosewood Minden Road, Tallegalla","Ipswich City Council"
600834,Entered,"Tambo Court House (former)","9 Arthur Street, Tambo","Blackall-tambo Regional Council"
600833,Entered,"Tambo Post Office (former)","Arthur Street, Tambo","Blackall-tambo Regional Council"
602365,Entered,"Tamborine Mountain Road/Geissmann Drive","Geissmann Drive, North Tamborine","Scenic Rim Regional Council"
600105,Entered,"Tara House (Irish Club)","179 Elizabeth Street, Brisbane City","Brisbane City Council"
602849,Entered,"Tarampa State School","18 Manthey Road, Tarampa","Somerset Regional Council"
601123,Entered,"Taromeo Homestead complex and cemetery","693 Old Esk Road, Taromeo","South Burnett Regional Council"
600759,Entered,"Tarong Homestead","Cooyar Road, Tarong","South Burnett Regional Council"
602769,Entered,"Taroom Aboriginal Settlement (former)","on Bundulla off Bundulla Road, Taroom","Banana Shire Council"
600184,Entered,Tarranalma,"18 Tarranalma Avenue, Clayfield","Brisbane City Council"
600093,Entered,"Tattersalls Club","206 Edward Street, Brisbane City","Brisbane City Council"
600916,Entered,"Tattersalls Hotel","87 Flinders Street, Townsville","Townsville City Council"
601301,Entered,Tawa,"9 Boulton Street, Toowoomba","Toowoomba Regional Council"
602190,Entered,"Taylor-Heaslop Building (former)","10-14 Logan Road, Woolloongabba","Brisbane City Council"
601395,Entered,"TC Beirne Complex and Fortuneland Centre","28 Duncan Street, Fortitude Valley","Brisbane City Council"
600936,Entered,"Telecasters North Queensland Ltd Building","The Strand, Townsville","Townsville City Council"
600110,Entered,"Telecommunications House (former)","283 Elizabeth Street, Brisbane City","Brisbane City Council"
600334,Entered,"Temple of Peace","cnr Mount Coot-tha Road and Frederick Street, Toowong","Brisbane City Council"
600268,Entered,"Teneriffe House","37 Teneriffe Drive, Teneriffe","Brisbane City Council"
600324,Entered,"Teneriffe Village (former Paddys Market)","110 Macquarie Street, Teneriffe","Brisbane City Council"
600742,Entered,"Tent House (Mount Isa)","Camooweal Street, Mount Isa","Mount Isa City Council"
600015,Entered,"The Anchorage","Wagoo Road, St George","Balonne Shire Council"
602694,Entered,"The Big Pineapple (former Sunshine Plantation)","Nambour Connection Road, Woombye","Sunshine Coast Regional Council"
600127,Entered,"The Brisbane Synagogue","98 Margaret Street, Brisbane City","Brisbane City Council"
600944,Entered,"The Commonage","69A Dragon Street, Warwick","Southern Downs Regional Council"
600750,Entered,"The Coronation Lamp","Morgan Street, Mount Morgan","Rockhampton Regional Council"
602734,Entered,"The Curtain Fig Tree","Curtain Fig Tree Road, Yungaburra","Tablelands Regional Council"
600078,Entered,"The Deanery","417 Ann Street, Brisbane City","Brisbane City Council"
650257,Entered,"The Downs Club","15 Mylne Street, Toowoomba","Toowoomba Regional Council"
602596,Entered,"The Downs Co-operative Dairy Association Limited Factory (former)","57 Brook Street, Toowoomba","Toowoomba Regional Council"
650252,Entered,"The Fort","199 Fort Road, Oxley","Brisbane City Council"
601774,Entered,"The Glebe Homestead","Taroom-Cracow Road, Taroom","Banana Shire Council"
600347,Entered,"The Grange","38 Crowther Street, Windsor","Brisbane City Council"
602649,Entered,"The H2 HINDE TREE (Macadamia integrifolia) on Colliston","926 Gilston Road, Gilston","Gold Coast City Council"
600056,Entered,"The Holy Triad Temple","32 Higgs Street, Albion","Brisbane City Council"
602748,Entered,"The Leap Cane Lift","Bruce Highway, The Leap","Mackay Regional Council"
600119,Entered,"The Mansions","40 George Street, Brisbane City","Brisbane City Council"
600631,Entered,"The Old Butcher's shop complex","6 North Street, Childers","Bundaberg Regional Council"
600088,Entered,"The Port Office","39 Edward Street, Brisbane City","Brisbane City Council"
600779,Entered,"The Range Convent and High School","263 Agnes Street, Rockhampton","Rockhampton Regional Council"
600762,Entered,"The Robbers Tree","Stockyard Street, Cunnamulla","Paroo Shire Council"
602384,Entered,"The Rocks Guesthouse","20 Cleveland Terrace, Townsville","Townsville City Council"
601198,Entered,"The Substation","150 Enoggera Terrace, Paddington","Brisbane City Council"
600169,Entered,"Theosophical Society Building","355 Wickham Terrace, Spring Hill","Brisbane City Council"
602240,Entered,"Thermo Electric Ore Reduction Corporation Mill","Wolfram Road, Dimbulah","Mareeba Shire Council"
601024,Entered,"Thomas Dixon Centre","406 Montague Road, West End","Brisbane City Council"
602838,Entered,"Thomas Park Bougainvillea Gardens","Harts Road, Indooroopilly","Brisbane City Council"
600405,Entered,"Thornburgh House","57 - 59 King Street, Charters Towers","Charters Towers Regional Council"
600452,Entered,"Thorps Building","Macrossan Street, Ravenswood","Charters Towers Regional Council"
600875,Entered,"Thursday Island Cemetery (incorporating the Japanese Cemetery & the Grave of the Hon. John Douglas)","Summers Street, Thursday Island","Torres Shire Council"
601527,Entered,"Thursday Island Customs House","2 Victoria Parade, Thursday Island","Torres Shire Council"
602184,Entered,"Tieri War Memorial","Talagai Avenue, Tieri","Central Highlands Regional Council"
600229,Entered,Tighnabruaich,"203 Clarence Road, Indooroopilly","Brisbane City Council"
600588,Entered,To-Me-Ree,"7 Macalister Street, West Ipswich","Ipswich City Council"
602343,Entered,"Tobacco Kiln","12 Chisholm Trail, Oak Valley","Townsville City Council"
601575,Entered,"Tobruk Memorial Baths","The Strand, Townsville","Townsville City Council"
602661,Entered,"Tomahawk Creek Huts",Rubyvale,"Central Highlands Regional Council"
600272,Entered,"Toombul Shire Hall (former)","1141 Sandgate Road, Nundah","Brisbane City Council"
600216,Entered,"Toorak House","28 Annie Street, Hamilton","Brisbane City Council"
601773,Entered,"Toowong Cemetery","cnr Mount Coot-tha Road and Frederick Street, Toowong","Brisbane City Council"
602459,Entered,"Toowong Memorial Park","65 Sylvan Road, Toowong","Brisbane City Council"
602011,Entered,"Toowong Municipal Library (former)","579 - 583 Coronation Drive, Toowong","Brisbane City Council"
602845,Entered,"Toowong State School","50 Quinn Street (37 St Osyth Street), Toowong","Brisbane City Council"
600865,Entered,"Toowoomba City Hall","541 Ruthven Street, Toowoomba","Toowoomba Regional Council"
601315,Entered,"Toowoomba Court House & Old Toowoomba Gaol Wall (former)","90 Margaret Street, Toowoomba","Toowoomba Regional Council"
600848,Entered,"Toowoomba Court House","46 Neil Street, Toowoomba","Toowoomba Regional Council"
650050,Entered,"Toowoomba East State School","Cnr Arthur and Mary Streets, East Toowoomba","Toowoomba Regional Council"
601300,Entered,"Toowoomba Foundry Pty Ltd","251-267 Ruthven Street, Toowoomba","Toowoomba Regional Council"
600850,Entered,"Toowoomba Grammar School","24-60 Margaret Street, Toowoomba","Toowoomba Regional Council"
601296,Entered,"Toowoomba Hospital","Pechey Street, Toowoomba","Toowoomba Regional Council"
600852,Entered,"Toowoomba Maltings","11 Mort Street, Toowoomba","Toowoomba Regional Council"
650024,Entered,"Toowoomba North State School","139 Mort Street, Toowoomba","Toowoomba Regional Council"
600859,Entered,"Toowoomba Permanent Building Society (former)","2 Russell Street, Toowoomba","Toowoomba Regional Council"
601710,Entered,"Toowoomba Police Station Complex","50-52 Neil Street, Toowoomba","Toowoomba Regional Council"
600847,Entered,"Toowoomba Post Office (former)","136 Margaret Street, Toowoomba","Toowoomba Regional Council"
601607,Entered,"Toowoomba Queens Park and Botanic Gardens","43-79 Lindsay Street, Toowoomba","Toowoomba Regional Council"
600872,Entered,"Toowoomba Railway Station, Honour Board and Railway Yard Structures","Russell Street, Toowoomba","Toowoomba Regional Council"
602824,Entered,"Toowoomba South State School (former)","158 James Street, Toowoomba","Toowoomba Regional Council"
600851,Entered,"Toowoomba Technical College (former)","124 Margaret Street, Toowoomba","Toowoomba Regional Council"
602768,Entered,"Toowoomba Trades Hall","19A Russell Street, Toowoomba","Toowoomba Regional Council"
601325,Entered,Tor,"396 Tor Street, Toowoomba","Toowoomba Regional Council"
601256,Entered,Torbreck,"182 Dornoch Terrace, Highgate Hill","Brisbane City Council"
600595,Entered,Toronto,"30 Quarry Street, Ipswich","Ipswich City Council"
600457,Entered,"Totley Township","Charters Towers Mining District, Totley","Charters Towers Regional Council"
601851,Entered,"Towers Hill","South west of city, Charters Towers","Charters Towers Regional Council"
602049,Entered,"Townsville and District Education Centre and Memorial Gates","29 Ingham Road, Townsville West","Townsville City Council"
600926,Entered,"Townsville Astronomical Trigonometrical Station","Stanton Hill, Townsville","Townsville City Council"
601162,Entered,"Townsville Central State School","4-6 Warburton Street, North Ward","Townsville City Council"
600937,Entered,"Townsville Customs House","Wickham Street, Townsville","Townsville City Council"
601388,Entered,"Townsville General Hospital (former)","24 Eyre Street, Townsville","Townsville City Council"
600929,Entered,"Townsville Magistrates Court (former)","81 Sturt Street, Townsville","Townsville City Council"
600911,Entered,"Townsville Post Office (former)","252-270 Flinders Street, Townsville","Townsville City Council"
600906,Entered,"Townsville Railway Station and North Yards Railway Workshops","502 and 792 Flinders Street, Townsville","Townsville City Council"
600925,Entered,"Townsville School of Arts","Stanley Street, Townsville","Townsville City Council"
602650,Entered,"Townsville Showground","72-104 Ingham Road, West End","Townsville City Council"
601384,Entered,"Townsville State Government Offices","12-14 Wickham Street, Townsville","Townsville City Council"
602158,Entered,"Townsville Technical College (former)(Block A, City Campus, Barrier Reef Institute of TAFE)","212-260 Stanley Street, Townsville","Townsville City Council"
602779,Entered,"Tozer's Building","218 Mary Street, Gympie","Gympie Regional Council"
602258,Entered,"Training Depot Drill Hall Complex (former)","Archer Street, Rockhampton","Rockhampton Regional Council"
600122,Entered,"Transcontinental Hotel","462-468 George Street, Brisbane City","Brisbane City Council"
602783,Entered,"Traveston Powder Magazine (former) (incorporated in Traveston Soldiers' Memorial Hall)","7 Traveston Road, Traveston","Gympie Regional Council"
600143,Entered,"Treasury Building","21 Queen Street, Brisbane City","Brisbane City Council"
600116,Entered,"Treasury Chambers & St Francis House & Symons Building","179 - 191 George Street, Brisbane City","Brisbane City Council"
600115,Entered,"Treasury Hotel","175 George Street, Brisbane City","Brisbane City Council"
