id,document,tag,content
712,St Helena Island_St Helena Island National Park Hi,sugar/sugar cane,"In 1869, the lime kiln and sugar mill were added. Sugar cane growing and processing kept the prisoners busy until the workshops were well enough established to take over as the main source of work on the Island. These trades included bootmaking, sail-making, tailoring, saddle making, tinsmithing, candle making, book-binding and carpentry. The long termers were occupied in these workshops inside the prison stockade and the trustees engaged in animal husbandry and agriculture."
737,The Brisbane Courier 1874.pdf.txt,sugar/sugar cane,commencement of another sugar-making season took us to St. Helena.
742,The Brisbane Courier 1874.pdf.txt,sugar/sugar cane,"majority of them - as many as can be spared - are engaged in the field cutting cane, and in the boiling house converting the cane juice into sugar. Others are engaged driving cane waggons and carting water;"
745,The Brisbane Courier 1874.pdf.txt,sugar/sugar cane,"All the land suitable for cultivation, some seventy acres, is now under sugar cane. A portion - perhaps a third - of this land is good;"
746,The Brisbane Courier 1874.pdf.txt,sugar/sugar cane,The island has been stripped of timber; a few trees only of the dense growth that formerly covered it are now standing. They are close to the garden of the Superintendent. A few mangrove bushes still occupy a portion of the low wet land with which the island is surrounded. The high and dry land is covered with cane; and some seven or eight acres of mulberry trees have been planted on steep banks. This total clearing of the island was adopted that there might be no cover for prisoners who attempted to escape.
747,The Brisbane Courier 1874.pdf.txt,sugar/sugar cane,"warders can now see clear over the whole place. But this free exposure is bad for the cane. The winds come in unbroken gusts upon it, and have during the past winter converted fully one-half of the entire crop into a tangled mass of damaged and broken cane. All the varieties - Bourbon, Diard, Chigacca, Salan-gore, and Guigham - have suffered from the winds. The ribbon cane alone has withstood the storms, and promises a fair return in sugar."
748,The Brisbane Courier 1874.pdf.txt,sugar/sugar cane,Crushing was commenced about two months since;
749,The Brisbane Courier 1874.pdf.txt,sugar/sugar cane,"liquor from the damaged cane is very dirty, but with careful treatment it is yielding a fine blight colored yellow sugar, at the rate of about one ton per acre."
750,The Brisbane Courier 1874.pdf.txt,sugar/sugar cane,"the land is being sreplanted with ribbon cane. We were sorry to see the megass used for firing. The soil of St. Helena is poor in vegetable mat-ter; it is a pity to burn the megass, although wood is scarce."
751,The Brisbane Courier 1874.pdf.txt,sugar/sugar cane,The workin the boiling-house is done by prisoners; only two warders being present.
789,Whittington_2019_Island groans with its penal past,sugar/sugar cane,"Sugar cane was planted and a mill built in 1869. It wasnít entirely successful as it was thought escapees could easily hide in the cane. Remnants of the sugar mill, like the lime kiln used <U+F104> to turn coral collected from the bay into a useful <U+F105> cement for building, can be seen within easy walk of the causeway."
807,Whittington_2021_Island of the damned.pdf.txt,sugar/sugar cane,"St Helena was good business for the government though, as various pro<U+FB01>table industries were established using the abundant free labour. There were carpenters, bricklayers and masons, quarrymen, shoemakers, saddlers, tinsmiths, and labourers."
809,Whittington_2021_Island of the damned.pdf.txt,sugar/sugar cane,Sugar cane was planted and a mill built in 1869; and coral was collected for a limekiln producing cement for construction.
811,Whittington_2021_Island of the damned.pdf.txt,sugar/sugar cane,A prisoner who cut off his <U+FB01>nger on a knife while harvesting cane was given lighter duties. This led to a spate of similar “accidents” and a collection of St Helena <U+FB01>ngers.
10,01 Sep 1921 - PRISON CHANGES..pdf.txt,trades,"in-struction of prisoners in useful trades. Prisoners who had been actively engaged in productive work were, on their liberation, better fitted to earn an honest livelihood"
11,01 Sep 1921 - PRISON CHANGES..pdf.txt,trades,knowledge of a trade or some useful occupation was worth more to the prisoners than all the support and suc-cour of a benevolent society.
36,02 Jun 1926 - Special Article..pdf.txt,trades,"many more rules or regulations, instructions, or orders, such that you may care to name them"
62,05 Feb 1911 - DE PROFUNDIS..pdf.txt,trades,"On one occasion, a man employed in the bootshop was so incensed against a warder— this man is still in the service, and is a son of the Superintendent of — Gaol— that he was determined to “do” for him."
94,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,trades,needle work
97,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,trades,"the tailors’ bench, doing work that was not exercise."
102,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,trades,"such a clatter of boot-makers, tinsmiths, and other tradesmen’s tools, that men can sing foul parodies without being heard."
103,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,trades,"The State owes more to Mr. Davis than it will ever realise, and it is fortunate, indeed, to have such an officer; for the problem of maintaining discipline among the largest body of prisoners at any one class of work, and securing in-dustry and obedience with so very little punishment, requires an amount of wis-dom and tact as rare as it is valuable."
104,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,trades,"Absolutely impartial, scrupulously just — with dignified courtesy even to a blackfellow or an Asiatic — he rules the shop with a minimum of “locking up” and “half rations.’” To other warders he is an example, and to prisoners he is a constant inspiration."
106,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,trades,"Mr. Penne-father is rich in experience, and is mak-ing the best of the work which the wretched tools provided by the Government will allow."
114,09 Nov 1901 - SKETCHER..pdf.txt,trades,"It is divided into two long rooms, separated by a wooden partition. In the first room is a babel at conflicting sounds. There is the banging of hammers, the zir-r-r of flying machinery, and the click of tools. On the left are bootmakers, and on the right saddlers, brushmakers, and bookbinders."
115,09 Nov 1901 - SKETCHER..pdf.txt,trades,"Rows of quiet men, in the regulation prison suits stamped with the broad arrow, and numbered one, two, three, or four as the case may be, are busily engaged in sewing and cutting leather, controlling machines, &c. Each has something to do, and a warder stands ready to admonish or instruct."
116,09 Nov 1901 - SKETCHER..pdf.txt,trades,"This la what we call a pressing machine,” he says, showing us a little metal stamper; ” it makes an ordinary flap of leather into imitation pigskin. You notice that the leather is placed on a copper plate with a raised surface, then the top jaw comes down, and the leather is covered with tiny holes that make it look just like pigskin with the bristles taken out.”"
117,09 Nov 1901 - SKETCHER..pdf.txt,trades,"Another instrument, euphonious-ly termed the “Devil,” is used for teasing out doe hair, to be used in stuffing saddles. The rough coarse hair is put in at one end, number so-and-so turns a handle, and a ball of silky filaments comes out at the other. Close beside this are the finished saddles, and they compare very favourably with the work of Brisbane saddlers."
118,09 Nov 1901 - SKETCHER..pdf.txt,trades,"Turn-ing to the bootmakers, we watch for a moment or two the ordered activity before us. Again machinery is very much in evi-dence —namely, a “stamping” machine, which, operated by a treadle, brings a sharp-edged cutter on to the leather placed upon it, and cuts out innumerable soles and heels, the size varying with the dimensions of the cutter; and a pair of heavy rollers for hardening and levelling the leather required for the boots."
119,09 Nov 1901 - SKETCHER..pdf.txt,trades,"Besides the trades already mentioned there are two or three others going on in the same room, such as binding brushes, and making horse rugs and tents."
120,09 Nov 1901 - SKETCHER..pdf.txt,trades,"Thirty prisoners are employed in room No. 1, and a score of these find employment in the boot trade."
121,09 Nov 1901 - SKETCHER..pdf.txt,trades,"The bookkeeper informs us that work begins at 7 o’clock in the morning, and goes on till 11.30 a.m., when they “knock off” for dinner. At 1 p.m. they resume their la-bour, and work on till tea time at 4.30 p.m. Tea lasts for an hour, and then they are taken to their sleeping apartments, having done the eight hours manual labour required."
122,09 Nov 1901 - SKETCHER..pdf.txt,trades,"saddles mostly go to the Mounted Police, the tents to the Defence Force, and the brushes are used in the Government institutions.”"
123,09 Nov 1901 - SKETCHER..pdf.txt,trades,"In the cloth room thirty-one men are hard at work con-verting snowy heaps of material into shirts, trousers, &c."
124,09 Nov 1901 - SKETCHER..pdf.txt,trades,"At the end nearest to us nearly all the men are coloured— Chinese, aboriginals, Kanakas, &c. “We make it a rule to keep all the blacks and Chinamen together, if it is at all possible,” says the tailoring expert, “for the whites do not like being closely associated all day with men of an alien race.”"
125,09 Nov 1901 - SKETCHER..pdf.txt,trades,"we start off round the benches, seeing first the novices at work making their own shirts and other garments. Then come the more learned mem-bers of the profession, who are sewing away at some rough tweed, making garments for the pensioners at Dunwich and Goodna, and like happy places. Alongside of these are men who have thoroughly learned their trade, and are employed mak-ing greatcoats of blue venetian cloth for the warders and police."
126,09 Nov 1901 - SKETCHER..pdf.txt,trades,"Once a week each prisoner receives so much work, and he is held directly responsible for its completion within a specified time."
127,09 Nov 1901 - SKETCHER..pdf.txt,trades,"“Do you notice these long white slips of cloth?” queries the warder. “They are to be made into slippers for use in this room. The tailors take off their heavy boots when be-ginning work of a morning, and put on these slippers."
128,09 Nov 1901 - SKETCHER..pdf.txt,trades,we turn out about 2000 flannel shirts every year.”
129,09 Nov 1901 - SKETCHER..pdf.txt,trades,"from below—from the tinshop,"
130,09 Nov 1901 - SKETCHER..pdf.txt,trades,"The tinshop is long and most of the avail-able space is filled up with tanks, buckets, tins, &c, in and around which four men are dodging with redhot irons, and formidable hammers."
131,09 Nov 1901 - SKETCHER..pdf.txt,trades,"All the work looks very well; everything will bear inspection, and we are unable to de-tect any flaws either in the workmanship or the quality."
132,09 Nov 1901 - SKETCHER..pdf.txt,trades,"In one corner a smith is lit up by the ruddy glare from a forge, and he looks very fearsome as he bends a dirt-grimed face over the redhot coals. Next inspected are two labour-saving machines, one a curving machine for bending corru-gated iron, and the other a guillotine for cutting up tin."
133,09 Nov 1901 - SKETCHER..pdf.txt,trades,"ranging in capacity from 100 to 1400 gallons, turned out entirely by prison labour. A water-proof paint, made of pitch and red oxide does away with tha chance of lead poison-ing."
134,09 Nov 1901 - SKETCHER..pdf.txt,trades,"s a rule if prisoners on admission ask to be put to a particular trade, they are put to it, providing their sentences and qualifications allow; otherwise they are placed where required."
135,09 Nov 1901 - SKETCHER..pdf.txt,trades,so cleverly do the prison authorities arrange matters that St. Helena is practically self-support-ing.
136,09 Nov 1901 - SKETCHER..pdf.txt,trades,"we wan-der through into an adjoining yard, and visit the premises occupied by the blacksmiths and carpenters."
137,09 Nov 1901 - SKETCHER..pdf.txt,trades,"The workshop of the blacksmiths is made of the island stone, quarried by prisoners. Among the many articles turned out by the two smiths are horseshoes, farm imple-ments, police beds, and a sanitary-cart"
138,09 Nov 1901 - SKETCHER..pdf.txt,trades,"The carpenters, six in number, have a large and airy building."
139,09 Nov 1901 - SKETCHER..pdf.txt,trades,"In the en-circling yard may be seen a coal shed, and a place for storing up the carpenters’ wood, also a long array of moleskins, blue jumpers, and such like dainty garments, strung out on clothes’ lines."
140,09 Nov 1901 - SKETCHER..pdf.txt,trades,"The kitchen, situated near one corner of the stockade, looks like an immense laundry with the thick clouds of steam rising from the boilers placed at one end, and heated by a big fire."
141,09 Nov 1901 - SKETCHER..pdf.txt,trades,"In one boiler is “hominy,” or maizemeal, thick and white, and very appetising—to those that like it. In another great steam can is meat, and a third holds a plentiful supply of soup for the coming Wednesday."
145,09 Nov 1901 - SKETCHER..pdf.txt,trades,"Next to the kitchen is the bakehouse, and the white-capped and clean-aproned baker in charge is liter-ally between two fires, since he does his work sandwiched in between a pair of huge ovens. Here all the bread for the prison is baked, and the tables are piled up with crisp brown loaves, that look very tempting to a hungry Pressman."
162,12 Feb 1911 - DE PROFUNDIS..pdf.txt,trades,"The men who work in the shops are not so healthy. The dead gaol white that gets into the skin — a pallor worse than death — the lack lustre absence of vitality that characterises the eyes, the languid movements of the body, the often sullen demeanor — these are enough to melt the hearts of the most callous"
195,12 Feb 1911 - DE PROFUNDIS..pdf.txt,trades,"In my time there was much corruption among the officials. One man was said to have a farm, for which all the harness required was made in the prison workshops and worked away by the aid of prisoners “in the joke,” who were paid with tobacco."
239,20 Aug 1905 - ST. HELENA SCANDALS.pdf.txt,trades,"A suite of furniture is said to have been made by the prisoners for the island officials from the Government stores, and A CONCRETE INSTANCE is mentioned of one such case which was nearly discovered owing to the unexpected visit of the Home Secretary, when-the goods were covered with bags of shavings and left in the carpenter’s yard, with the full connivance of the officials implicated."
241,20 Aug 1905 - ST. HELENA SCANDALS.pdf.txt,trades,"BOOTS FOR INSTANCE� are made in the shops and disposed of outside. When the warder-in-charge turns his back for a moment the different parts are “shaken,” then put together, and the ‘finished articles concealed, afterwards to be deposited in the scrap bucket until the warder “in the know” has opportunity to remove and sell them. The reward to the prisoners is tobacco or a percentage of the price obtained."
254,20 Mar 1878 - Life at St. Helena..pdf.txt,trades,"As time went on they were liberated, and it says much for the reforming process and the discipline carried out at St. Helena that the many notables confined there, and the great mass of those liberated, have turned to better courses when the opportunity was again afforded them."
279,20 Mar 1878 - Life at St. Helena..pdf.txt,trades,"at 6.30, for muster. The roll is called, and squads are formed, each under the care of a warder, for the various works going on. Parties are detailed for duty in the bakery, washhouse, blacksmith shop, carpentery, &c."
294,20 Mar 1878 - Life at St. Helena..pdf.txt,trades,"The practice is to hoist a signal flag on the Government steamer when there is a clergyman on board desirous of holding service. The men are mustered at once, and such as desire to attend do so. The others return to their work."
305,20 Mar 1878 - Life at St. Helena..pdf.txt,trades,"Recently a large force of men was engaged making netting for kangaroo traps. This netting is made of strong rope. It is of sufficient height to prevent a kangaroo jumping over it, and the intention is to fasten the netting to trees and stakes in the form of yards, and then drive the kangaroos in the usual way. Some 1000 yards have been made, but the supply of rope has given out, and there is a stoppage in consequence. The intention is to have about three miles of netting, and to move it about and arrange it in places where effective kangaroo drives can be made. This netting is for a kangaroo association in the north."
315,20 Mar 1878 - Life at St. Helena..pdf.txt,trades,The system followed is reclamatory and instructive rather than compulsory.
317,20 Mar 1878 - Life at St. Helena..pdf.txt,trades,"Men learn to labor and be useful there, and we have often, and in various parts of the country, met those seen in the first instance at St. Helena who are making the effort, and successfully, to respect the laws, and to labor in honesty for their living.-In this country it is a privilege that no man who has the will and health is too far gone to adopt."
338,23 Apr 1905 - ST. HELENA GAOL GRIEVANCES..pdf.txt,trades,"The 24 hours of the day are apportioned as follows: 8 hours work, 13½ hours in cells or wards, and 2½ hours in the yards."
346,23 Apr 1905 - ST. HELENA GAOL GRIEVANCES..pdf.txt,trades,Work commences about 7 a.m.
347,23 Apr 1905 - ST. HELENA GAOL GRIEVANCES..pdf.txt,trades,"ome go to their trades — saddlery, boot making, tailoring and so on, while the others go TO OUTSIDE WORK, odd jobs about the island, chipping in the fields, cart driving, and so on."
348,23 Apr 1905 - ST. HELENA GAOL GRIEVANCES..pdf.txt,trades,"All are clad in the one garb— moleskins, cabbage-tree hat, underflannel, and twill cotton over shirt. One change of these clothes is allowed per week, except to men in billets who never get any dirty work to do— they get two changes. Every suit is branded with the wearer’s number and “St. Helena Penal Establishment.” If by chance a man gets his clothes worn or torn, he goes to the store and: gets what is known as a suit of “duck egg”clothes to wear while his own are being washed or repaired. These “duck eggs” are suits which have been condemned. They are all branded with the broad arrow."
349,23 Apr 1905 - ST. HELENA GAOL GRIEVANCES..pdf.txt,trades,As the men go out to work they have to SALUTE THE WARDER at the gate— St. Helena is all salutation.
352,23 Apr 1905 - ST. HELENA GAOL GRIEVANCES..pdf.txt,trades,"billeted men are called out, and quarter of an hour afterwards, the general and gangmen go to work, saluting the warder at the gate as they pass out."
353,23 Apr 1905 - ST. HELENA GAOL GRIEVANCES..pdf.txt,trades,"At 3.40, a flag goes up to recall the outside workers into the stockade. Five minutes afterwards a bell is rung, and the men are counted in by the warders, each man saluting the chief warder or the comp-troller. Anyone not in when the bell rings or who fails to salute is liable to punishment."
379,23 Apr 1905 - ST. HELENA GAOL GRIEVANCES..pdf.txt,trades,"coveted positions among the prisoners are billets— vanman, buggyman, hospital men, clerks, and so on. These men are allowed to go about practically unwatched, though most of them have to attend the roll-call - some do not even HAVE TO DO THAT. In the making of these appointments, it is said the greatest favoritism is shown, and the men, knowing this, plot, mine, and countermine. “Informing” to curry favor is resorted to, and all sorts of underhand work indulged in."
386,26 Jul 1914 - ST. HELENA PENAL ESTABLISHMENT..pdf.,trades,"they ore put to work — some on the field, and some to learn a trade, either tinsmithing, car-pentering, tailoring, bootmaking, or saddlering."
387,26 Jul 1914 - ST. HELENA PENAL ESTABLISHMENT..pdf.,trades,"A prisoner is put into the shops. Here he is given out some work to do. He may be put at a bench to work. Unless, however, the prisoner he is next to shows him what to do, he would be a long time learn-ing what there is to learn. The trade instructors do not come and show a man as they are supposed to do."
389,26 Jul 1914 - ST. HELENA PENAL ESTABLISHMENT..pdf.,trades,"instructors arc supposed to be tradesmen when they are appointed, yet there is the warder-baker instructor, who came to St. Helena in April, 1913, and was appointed a few weeks after on probation. He has since been appointed warder baker at St. Helena. There was a prisoner in the bakehouse as assistant before this instruct-tor came to the island. The prisoner in the bakehouse was told by the superintendent and the Comptroller-General of Prisons that he must teach the new warder how to bake,"
394,26 Jul 1914 - ST. HELENA PENAL ESTABLISHMENT..pdf.,trades,"This warder baker is in charge of the kitchen, having under his charge nine prisoners. The way he abuses these men is a disgrace to the establishment. This warder has locked up more men during the 12 months he has been on St. Helena than all the rest of the warders"
402,31 Jul 1909 - A PAYING PRISON..pdf.txt,trades,"value of work performed by prisoners was £18,860 of which St. Helena was credited with £12,447. At St. Helena the value of the work performed for the State overlaps by a little the total cost of salaries and upkeep. The comptroller states that there are very few prisons in the world of which this could be said"
220,1909_A PAYING PRISON.pdf.txt,trades,"The value of work performed by prisoners was -18,86 of which M Helena was credited with £12,447"
829,blank1.pdf.txt,trades,"Home Secretary, in conjunction with the Comp-troller-General of Prisons, has effected some splendid reforms in our prison sys-tem, the good results of which already are making themselves manifest. In fact the Home Secretary states that with re-gard to prison reform in connection with St. Helena prison, his officers have in-formed him that the whole temper of the prisoners has changed since the initiation of the new system. Great improvement in their conduct, and in the way in which they were devoting themselves to their respective prison occupations has been noted and recorded."
437,Boggo Road Gaol Historical Society_St Helena Islan,trades,"native vegetation was cleared by the prisoners, who planted crops there. The prison food, including hominy and bread, was obtained by growing wheat, sugar cane and vegetables, and also raising sheep and dairy cattle herds."
438,Boggo Road Gaol Historical Society_St Helena Islan,trades,"Buildings were also constructed using local resources where possible. For example, a lime kiln opened there in 1869 to burn coral in order to make cement."
439,Boggo Road Gaol Historical Society_St Helena Islan,trades,"During the 1870s a number of trade workshops were erected, and some prisoners were trained as saddle makers, tinsmiths, boot makers, tailors, blacksmiths and carpenters."
456,Brismania_2019_Day 148.pdf.txt,trades,island was also all about making money for the government using free prison labour. The irony was they produced Queensland Police uniforms at one stage.
461,Brismania_2019_Day 148.pdf.txt,trades,"Stone ruins of the blacksmith shop where leg irons were removed, the stockade, cells, a museum and accommodation for warders dot the island, each with a story to tell. And while this makes fascinating viewing for visitors it is also a reminder of a grim past, when prisoners were forbidden to speak and were flogged until skin became bone. It was a “silent island” and speaking was a serious offence"
464,Brismania_2019_Day 148.pdf.txt,trades,"closed in 1932 when, during the great Depression, it simply became unviable to keep it open. Production had dropped away during World War I when prisoners had to return to the mainland to cover for young men shipped off to the European battlefields. In addition, Boggo Road, which had been used as HM Prison for Women, had also been taking male prisoners since 1903."
468,Commissariat-Store-Teacher-Pack-v3-22012016.pdf.tx,trades,frocks (a type of jacket)
484,Daly_2021_Landscapes shaped by lime.pdf.txt,trades,"St Helena Island in Queensland, where a lime kilns stands solidly on the foreshore of a volcanic island with no limestone cliffs in sight. This lime kiln is older, having been constructed in 1869 by prisoners incarcerated on the island. They needed to create lime to produce mortar for the building of the prison walls that would eventually contain them and their product of choice was the lime rich shells and coral fragments found in the shallow waters and coral reefs surrounding the island."
485,Daly_2021_Landscapes shaped by lime.pdf.txt,trades,"St Helena’s lime kiln continuously produced large quantities of lime, with 360 bushels in the first year of 1869 and 1302 bags in 1890. So much was produced that excess lime was supplied to other Government Departments or sold in Brisbane."
486,Daly_2021_Landscapes shaped by lime.pdf.txt,trades,"process for lime burning in kilns was the same: 1. Collect or quarry the base product 2. Stack the limestone or coral/shells and firewood cut from the nearby forests in layers inside the kiln funnel. Light this and keep burning for days or weeks at a time, adding more firewood and limestone/coral as the burning progresses. 3. Lime produced dropped to the base of the funnel where it was shovelled out of the small opening by a worker. An account from Waratah in 1902 describes the final part of the process: “All the fuel had been completely burnt, and the man each time drew out a shovelful of lime and emptied it onto a bag fixed on a frame beside him. As each bag was filled, he wheeled it away, placing it with a heap in another part of the shed.”"
498,"Department of Environment and Science_2005_Nature,",trades,"Distance and isolation enforced basic self-sufficiency. While this came about through necessity, it also resulted in economic profit."
499,"Department of Environment and Science_2005_Nature,",trades,"The early years saw prisoners clearing native vegetation, planting crops and constructing buildings. The island’s resources were used wherever possible - buildings were constructed from sandstone blocks quarried from the southern flats and bricks moulded from island clay mixes. A lime kiln was constructed to burn coral for cement. Maize and vegetable crops, supplemented with sheep and cattle herds, provided much of the island residents’ food requirements. The most successful island produce included sugar cane and award-winning Ayrshire dairy cattle. Olive oil produced from the island’s olive groves also won prizes in Italy."
500,"Department of Environment and Science_2005_Nature,",trades,"As the prison became established, the range of industries was expanded. In the 1870s, trade workshops were erected and many products were sold to the mainland. Warders with trade skills trained prisoners to become saddle makers, tinsmiths, boot makers, tailors, blacksmiths and carpenters."
520,"Greenhill_2022_St Helena, formerly “the hell hole",trades,"By 1900 the St Helena Establishment accommodated 330 prisoners and operated as a self-sufficient unit. The prisoners were taught carpentry, boot making, tailoring, tinsmithing, bread making, and butchery. Vegetables thrived in the rich soil. The sugar mill crushed locally grown sugar. The most successful outcomes were the sugar cane, the growing of olives, and the prize-winning Ayrshire dairy herd, introduced in 1892."
633,Molloy_2007_St Helena Island the 'hell-hole of Pac,trades,"Prisoners were taught trades in the island’s workshops, including tailoring, boot-making, bread baking and butchery. The island’s prize dairy herd won many awards at the Brisbane Ekka."
635,Queensland Government_2015_Saint Helena Island.pdf,trades,It is the earliest attempt in Queensland at providing prison facilities which were essentially self-suf<U+FFFD>cient and aimed at providing inmates with the opportunity for self-improvement and rehabilitation.
640,Queensland Government_2015_Saint Helena Island.pdf,trades,"philosophy of prisoner rehabilitation was changing from the earlier ethos of punishment and isolation. The aim was to provide prisoners with a full day of constructive activity and instruction which would equip them with life skills. In addition, the <U+FFFD>nancial strictures of the colony made it desirable for the prison to be as self-suf<U+FFFD>cient as possible. McDonald showed considerable initiative and perseverance in meeting these demands."
642,Queensland Government_2015_Saint Helena Island.pdf,trades,"Under McDonald’s care the prison was described by newspaper journalists as being of the highest standard with clean, healthy prisoners engaged in constructive enterprises that provided them with excellent opportunities for self improvement. The aim of self-suf<U+FFFD>ciency was re<U+FFFD>ected in the process by which new prison buildings were constructed when they were needed. Plans were prepared by several long-serving prisoners to the requirements of the Superintendent, the government architect not being employed. The materials were obtained on the island when possible."
672,Queensland State Archives_2016_The Not-So-Great-Es,trades,"prisoner, Frank Gale, had complained on the 18 attempted escape – 20 Jan January 1932 that timber he had selected for his work detail had disappeared. A search was made of the ‘old carpenter’s shop’ and ‘<U+FFFD>ve boards cut to shape and suitable for making the <U+FFFD>ooring for the bow end of a boat’ were discovered. The Deputy Superintendent of the Prison identi<U+FFFD>es Runkel and Phillips as being the likely suspects due to them being ‘the only two prisoners […] that have access to carpenter’s tools.’"
679,Queensland State Archives_2021_Escape from St Hele,trades,"In November 1911, Craig and McIntyre planned their escape. Coordinating to be in the hospital on the same night, McIntyre had secured the tools required for the escape from the tailor shop."
686,Queensland State Archives_2021_Escape from St Hele,trades,"prisoners were made to learn trades, supporting the island with numerous exports such as bricks, clothes, rope, boots and sugar."
692,Queensland State Archives_2021_Shear power.pdf.txt,trades,"Each prisoner at St Helena was required to work a trade on the island. William Hamilton worked pipe-claying steps and cleaning windows with the Housemaids Gang, Julian Stuart laid a <U+FFFD>oor in the pigsty and George Taylor worked in the tailor’s shop."
701,St Helena Island National Park Historic Area.pdf.t,trades,"or many years different trades were carried out on the island including bootmaking, carpentry, cloth making, baking and blacksmithing."
712,St Helena Island_St Helena Island National Park Hi,trades,"In 1869, the lime kiln and sugar mill were added. Sugar cane growing and processing kept the prisoners busy until the workshops were well enough established to take over as the main source of work on the Island. These trades included bootmaking, sail-making, tailoring, saddle making, tinsmithing, candle making, book-binding and carpentry. The long termers were occupied in these workshops inside the prison stockade and the trustees engaged in animal husbandry and agriculture."
743,The Brisbane Courier 1874.pdf.txt,trades,"some half-dozen are building a school house; others in the bake house, wash-house, blacksmith’s shop, and the many et ceteras that go to make up a large establishment depending upon its own re-sources for labor."
751,The Brisbane Courier 1874.pdf.txt,trades,The workin the boiling-house is done by prisoners; only two warders being present.
753,The Brisbane Courier 1874.pdf.txt,trades,"The whole process is educational and reformatory in a high degree, and we are glad to find from the records of the establishment that the great majority of the men discharged from it go into regular employment. Few of them return to St. Helena. Since the formation of the settlement, some 700 prisoners have been discharged. It is no ordinary satisfaction to the country to know that not three per cent. of these men have relapsed into crime. This is highly creditable to the system followed at St. Helena, which at once tends to reform the men, and learn them a useful occupation, at which they find employment as soon as they leave the island."
754,The Brisbane Courier 1874.pdf.txt,trades,"St. Helena is one of the most suitable establish-ments in the colonies for the reception of prisoners, and their preparation for again becoming useful members of society. At the present time the number of prisoners is below the average; there is work and accomodation for double the number - a good omen in itself, but we are at a loss to conceive why this should be the case while some of the goals of the colony have more prisoners than can be properly accommodated. These men should be drafted to St. Helena, where the opportunities for becoming useful and industrious are greater than in any other prison in the country."
776,Unknown - 1919 - St. Helena..pdf.txt,trades,"The Home Secretary’s anxiety is for a site offering adequate scope for the carrying on of healthy out-door activities, such as farming, gardening, quarrying, and the like; he is a thorough believer in the open-air treatment of prisoners, and dry stat-istics justify his faith in that treatment as assisting greatly in the reformation of prisoners."
788,Whittington_2019_Island groans with its penal past,trades,The island was all about making money for the government using free prison labour.
807,Whittington_2021_Island of the damned.pdf.txt,trades,"St Helena was good business for the government though, as various pro<U+FB01>table industries were established using the abundant free labour. There were carpenters, bricklayers and masons, quarrymen, shoemakers, saddlers, tinsmiths, and labourers."
809,Whittington_2021_Island of the damned.pdf.txt,trades,Sugar cane was planted and a mill built in 1869; and coral was collected for a limekiln producing cement for construction.
816,Wimshurst_2012_Intersections in colonial and penal,trades,government and penal authorities to harness the labour of prisoners in the interests of economy and control.
817,Wimshurst_2012_Intersections in colonial and penal,trades,"St Helena had commenced as a penal establishment in May 1867 and was described as ‘experimental’.53 Some longer term male prisoners were employed on the island in small-scale agriculture and land clearance, but there had always been uncertainty about the type of prisoner to be sent to St Helena, ‘trustworthy’ men or the worst long term cases."
818,Wimshurst_2012_Intersections in colonial and penal,trades,"Decisions were made quickly. The dire condition of colonial finances, combined with concerns for maintaining discipline, settled the future of the penal system for the next fifty years. The government hoped that St Helena could become self-sustaining and perhaps profitable. A range of trades and workshops would be introduced, and for this able-bodied men, preferably with skills, were required. By the time of the report on St Helena (1869), the government’s view was that St Helena should become the premier penal establishment for men. Brisbane Gaol would process"
822,Wimshurst_2012_Intersections in colonial and penal,trades,"he Board of Inquiry (1887) reported that prisoners on St Helena were productively engaged, albeit in a narrow range of agricultural and industrial pursuits"
62,05 Feb 1911 - DE PROFUNDIS..pdf.txt,warders,"On one occasion, a man employed in the bootshop was so incensed against a warder— this man is still in the service, and is a son of the Superintendent of — Gaol— that he was determined to “do” for him."
63,05 Feb 1911 - DE PROFUNDIS..pdf.txt,warders,"hinking that it was his enemy standing near to his working-stand, he turned savagely on him and drove a sharp knife right into the heart of the WRONG MAN"
64,05 Feb 1911 - DE PROFUNDIS..pdf.txt,warders,"drew out the bloodstained knife and threw it at — who stood near the entrance to the room, saying, “It was you, you - , I wanted.” The warder fell dead"
65,05 Feb 1911 - DE PROFUNDIS..pdf.txt,warders,"another occasion, the blackfellow ‘“Al-bert,” now under coercion treatment at Boggo-road, tried to get to the same warder — with a tomahawk"
69,05 Feb 1911 - DE PROFUNDIS..pdf.txt,warders,"two men tried to get away and failed. A gang of men were working in the quarry at the western end of the island, behind the superintendent’s house. War-der Rhodes, in charge, was on the ground. A number of men were on top engaged in cutting out shelves. It was midwinter; rain and mist obscured the atmosphere, and a semi-darkness set in about 4 o’clock in the afternoon. Two young fellows, each serving a three-years term, slipped away from the top unseen by the warder, and hiding in the mangrove swamp, were not missed until, about ten minutes to 5, when the gang mustered for return to the stockade."
